pr_number,merged_at,author,title
29041,2024-05-10T10:00:04Z,dmytrorykun,Clean up the enableEarlyReturnForPropDiffing experiment
29035,2024-05-10T00:56:16Z,sebmarkbage,[Flight] Enable Binary and ReadableStreams in Stable
29010,2024-05-10T00:00:56Z,sebmarkbage,[Flight Reply] Encode Objects Returned to the Client by Reference
28997,2024-05-09T23:24:37Z,sebmarkbage,[Flight Reply] Dedupe Objects and Support Cyclic References
28996,2024-05-09T23:16:14Z,sebmarkbage,[Flight] Encode references to existing objects by property path
29019,2024-05-09T17:16:08Z,acdlite,Support useFormStatus in progressively-enhanced forms
29032,2024-05-09T16:23:06Z,sebmarkbage,Track Stack of JSX Calls
29026,2024-05-08T17:57:25Z,kassens,Upgrade jest and jsdom
29025,2024-05-08T17:37:47Z,kassens,Facebook: merge react index.classic.fb and index.modern.fb
28743,2024-05-08T14:52:49Z,kassens,Cleanup enableServerComponentKeys flag
29023,2024-05-08T12:16:27Z,hoxyq,fix[react-devtools/InspectedElementView.css]: dont draw bottom border for empty badge list
29015,2024-05-08T12:10:05Z,dmytrorykun,Clean up fastAddProperties and make it more correct
29016,2024-05-08T11:04:51Z,hoxyq,fix[react-devtools/ci]: fix configurations for e2e testing
28988,2024-05-08T02:19:59Z,sebmarkbage,[Flight Reply] Resolve outlined models async in Reply just like in Flight Client
28987,2024-05-08T01:53:10Z,sebmarkbage,[Fizz] Fallback to client replaying actions if we're trying to serialize a Blob
28986,2024-05-08T01:52:55Z,sebmarkbage,[Flight Reply] Encode binary streams as a single collapsed Blob
29014,2024-05-07T15:39:01Z,hoxyq,feat[react-devtools]: display forget badge for components in profiling session
28982,2024-05-07T15:38:43Z,hoxyq,fix[react-devtools]: add backwards compat with legacy element type symbol
29006,2024-05-07T15:15:39Z,eps1lon,Allow specifying timeout in tests via third argument
28973,2024-05-07T15:06:36Z,motiz88,"[DevTools] Expose ""view source"" options to Fusebox integration"
28841,2024-05-07T10:53:36Z,dmytrorykun,Create Fabric-specific version of ReactNativeAttributesPayload
28964,2024-05-06T18:20:08Z,kassens,Set enableUseMemoCacheHook to true everywhere
28990,2024-05-06T17:30:40Z,yungsters,Setup Wave 2 of Feature Flags for React Native
29003,2024-05-06T15:32:43Z,jackpope,Add FB build for ReactReconcilerConstants
